country_id,Year,Date,City,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
19,2023,06/03/2023,Berlin,160.6657534,83.7,133.02,71.97,11.94,9.71,100.76,27.02,33.86,15.77
3,2023,06/03/2023,Beijing,273.4279787,85,110.26,23.84,11.73,0.97,81.14,2.25,18.88,10.96
12,2023,06/03/2023,Madrid,99.5,135.19,196.17,96.05,27.38,0.16,103.78,29.45,87.82,15.18
1,2023,06/03/2023,New York,193.0863014,107.35,73.23,15.44,33.85,5.48,113.02,39.33,10.19,14.83
6,2023,06/03/2023,Tokyo,236.1134043,68.25,182.63,35.08,34.36,7.65,79.81,11.84,99.41,15.02
17,2023,06/03/2023,Seoul,193.1379347,26.8,58.97,20.47,3.22,8.31,43.88,2.05,17.66,6.3
6,2023,06/03/2023,Tokyo,220.5788298,86.79,140.23,33.85,24.67,4.38,38.98,6.62,49,12.49
9,2023,06/03/2023,Cairo,149.9507538,10.87,108.85,7.67,19.53,5.98,80.57,16.74,21.35,11.89
4,2023,06/03/2023,Mumbai,142.8839196,61.94,165.51,47.2,34.87,3.06,157.44,20.69,82.01,15
3,2023,06/03/2023,Beijing,237.5141489,105.11,120.85,95.3,4.97,0.24,155.37,-2.66,10.96,16.52
10,2023,06/03/2023,Bangkok,285.0341489,38.86,76.21,78.56,38.35,7.69,113.76,9.31,47.27,2.88
4,2023,06/03/2023,Mumbai,209.172766,107.62,52.09,80.59,8.1,6.83,88.37,37.89,71.87,4.73
6,2023,06/03/2023,Tokyo,255.1761702,132.81,27.49,49.59,47.89,8.11,140.67,-0.87,98.4,18.21
7,2023,06/03/2023,Sydney,95.12103004,37.87,185.96,75.45,26.15,4.36,79.49,-6.73,49.03,14.88
14,2023,06/03/2023,Moscow,189.0652632,96.7,181.42,55.09,17.54,6.43,185.79,11.93,82.78,12.27
19,2023,06/03/2023,Berlin,166.231823,114.77,88.33,69.56,7.53,0.86,174.77,0.93,62.94,14.65
12,2023,06/03/2023,Madrid,196.8536842,30.69,71.96,36.85,23.39,9.35,45.45,28.44,31.63,19.58
1,2023,06/03/2023,Los Angeles,208.3934043,137.01,68.44,45.19,39.86,5.15,84.08,24.06,47.81,10.53
1,2023,06/03/2023,Los Angeles,252.9960638,74.22,105.86,75.81,12.16,8.42,17.9,-8.5,75.8,18.7
9,2023,06/03/2023,Cairo,89.1,137.11,74.23,10.78,45.25,7.83,10.69,31.5,70.68,16.11
15,2023,06/03/2023,Johannesburg,157.5832455,86.22,61.37,80.9,14.18,0.58,124.59,13.96,31.85,3.72
13,2023,06/03/2023,Istanbul,177.911275,55.38,156.58,73.19,29.72,5.79,82.23,15.43,16.36,0.6
16,2023,06/03/2023,Toronto,167.156059,52.51,119.89,18.82,11.16,4.04,16.87,5.43,54.46,13.51
1,2023,06/03/2023,New York,134.495,69.42,144.43,83.57,34.54,2.64,139.34,-6.66,84.3,14.26
5,2023,07/03/2023,Paris,231.9954255,39.32,144.33,96.47,7.03,7.18,158.79,18.33,27.87,10.83
14,2023,07/03/2023,Moscow,255.6606383,122.52,47.12,77.33,25.2,9.58,28.04,24.53,10.28,6.16
16,2023,07/03/2023,Toronto,275.6712766,57.93,182.98,20.8,24.26,9.38,49.45,37.72,33.11,19.49
4,2023,07/03/2023,Mumbai,180.5289474,44.88,109.63,30.39,33.57,0.91,24.53,-0.91,69.05,6.7
18,2023,07/03/2023,Dubai,225.5288298,122.94,170.32,99.46,37.3,5.71,26.9,2.75,87.76,9.76
12,2023,07/03/2023,Madrid,162.5606955,44.98,18.57,48.85,22.45,4.52,198.15,23.88,51.04,11.05
4,2023,07/03/2023,Mumbai,243.6226596,66.13,158.83,75.07,38.32,0.5,46.56,13.02,31.99,18.59
15,2023,07/03/2023,Johannesburg,172.0199157,76.06,14.74,57.44,28.67,6.11,179.03,28.19,89.64,13.08
11,2023,07/03/2023,Mexico City,176.7636842,45.12,69.29,20.89,26.47,2.21,92.04,-0.2,30.86,10.87
17,2023,07/03/2023,Seoul,277.9145745,96.21,156.02,9.4,39.48,3.41,32.09,1.86,83.92,11.35
1,2023,07/03/2023,New York,166.5768421,79.69,148.1,72.08,26.85,5.6,146.47,22.8,92.55,2.02
17,2023,07/03/2023,Seoul,156.4886196,77.89,39.56,6.84,15.33,0.21,48.1,28.02,88.31,17.58
8,2023,07/03/2023,Rio de Janeiro,298.0515957,19.25,177.33,48.06,49,9.26,129.29,31.61,42.89,16.36
14,2023,07/03/2023,Moscow,185.8214963,44.76,122.55,14.25,20.09,3.28,97.45,36.35,14.98,1.62
3,2023,07/03/2023,Beijing,124.0964824,100.19,10.16,74.82,39.88,6.81,176.9,32.85,17.65,9.53
16,2023,07/03/2023,Toronto,152.2546891,125.59,63.17,78.83,16.31,6.23,157.9,5.91,62.57,12.85
16,2023,07/03/2023,Toronto,185.6046365,107.07,177.08,81.49,28.35,2.09,135.43,1.88,14.18,7.15
15,2023,07/03/2023,Johannesburg,256.5979787,87.65,182.32,69.15,6.09,3.66,95.99,4.7,24.63,16.56
13,2023,08/03/2023,Istanbul,169.4279241,89.76,182.31,52.57,24.29,1.62,25.59,11.76,80.2,6.06
13,2023,08/03/2023,Istanbul,182.9919916,6.29,172.62,17,37.76,8.32,178.14,34.12,69.26,8.02
1,2023,08/03/2023,New York,153.6047368,145.88,134.49,82.44,38.83,1.19,78.61,16.84,22.87,7.27
3,2023,08/03/2023,Beijing,262.9487234,25.41,38.28,42.26,45.04,8.97,88.92,8.09,72.05,15.48
17,2023,08/03/2023,Seoul,263.9492553,92.1,108.67,78.49,16.62,6.4,52.5,-1.12,89,12.14
10,2023,08/03/2023,Bangkok,230.4788298,47.8,120.22,66.81,14.54,3.69,143.88,18.44,87,10.32
6,2023,08/03/2023,Tokyo,178.0506849,92.9,67.88,48.07,8.77,8.87,131.87,4.96,76.12,5.9
17,2023,08/03/2023,Seoul,245.0339362,135.32,87.2,15.13,33.57,1.79,77.61,25.73,63.61,15.28
15,2023,08/03/2023,Johannesburg,154.9034773,53.3,58.33,97.81,32.98,3.52,170.02,8.88,36.09,6.37
19,2023,08/03/2023,Berlin,179.7552632,28.96,55.94,95.47,30.87,1.47,172.78,-7.77,78.94,9.41
7,2023,08/03/2023,Sydney,221.8847872,146.08,153.92,84.09,27.07,4.08,71.58,6.23,78.2,7.36
13,2023,08/03/2023,Istanbul,120.6246231,149.37,177.34,35.67,13.9,1,64.13,1.74,47.12,3.3
3,2023,08/03/2023,Beijing,232.3324468,145.29,77.24,35.86,15.97,1.38,22.04,18.29,17.55,11.23
3,2023,08/03/2023,Beijing,238.2408511,53.43,54.11,37.71,15.07,9.77,180.1,3.42,26.23,10.26
7,2023,08/03/2023,Sydney,245.2551064,129.71,82.11,29.64,10.04,9.35,164.98,29.05,72.28,9.38
1,2023,08/03/2023,Los Angeles,264.36,121.56,137.66,5.52,1.18,8.84,19.89,25.34,94.57,12.53
14,2023,08/03/2023,Moscow,185.1089568,107.89,47.88,84.77,34.36,5.55,92.66,28.9,40.59,3.8
13,2023,08/03/2023,Istanbul,279.0414894,58.25,68.99,66.33,12.33,0.77,148.02,35.12,74.28,9.96
3,2023,08/03/2023,Beijing,168.689568,109.05,156.42,99.45,31.74,7.08,166.16,20.89,75.21,16.65
19,2023,08/03/2023,Berlin,276.977234,91.19,194.84,23.82,37.22,9.39,90.59,37.86,54.45,14.13
8,2023,08/03/2023,Rio de Janeiro,197.6661749,117.46,163.38,49.94,20.72,6.86,52.44,14.56,83.25,2.59
6,2023,08/03/2023,Tokyo,158.5305263,55.03,117.36,48.44,28.48,7.11,87.01,26.77,39.67,1.68
8,2023,08/03/2023,Rio de Janeiro,169.8977871,125.26,15.17,93.07,13.93,5.76,165.77,4.71,72.86,13.1
10,2023,08/03/2023,Bangkok,240.8948936,123.71,35.94,58.72,31.27,3.73,133.99,34.69,13.98,13.58
13,2023,08/03/2023,Istanbul,228.2460638,107.89,118.41,31.67,3.77,3.1,84.75,-7.77,44.67,19.75
17,2023,08/03/2023,Seoul,263.117234,76.8,117.41,14.21,1.88,9.59,164.82,16.23,80.53,16.7
19,2023,08/03/2023,Berlin,178.0506849,63.06,159.05,61.59,2.68,6.96,36.8,8.14,70.78,9.67
3,2023,08/03/2023,Beijing,271.3321277,71.52,59.77,70.41,34.43,9.95,97.15,-6.58,48.13,0.7
13,2023,08/03/2023,Istanbul,192.2136986,104.2,153.71,45.62,13.26,9.24,125.83,18.62,33.65,3.48
15,2023,08/03/2023,Johannesburg,197.7694415,43.47,25.72,90.68,28.65,2.5,57.03,35.79,18.08,1.91
10,2023,08/03/2023,Bangkok,199.468177,126.37,197.2,89.14,20.37,4.01,135.75,23.39,50.57,14.89
8,2023,08/03/2023,Rio de Janeiro,197.3615385,114.8,173.04,25.98,29.99,3.53,141.36,22.74,88.77,6.13
17,2023,08/03/2023,Seoul,268.4253191,25.13,60.15,92.89,36.09,8.36,147.81,29.88,50.73,8.07
18,2023,09/03/2023,Dubai,167.594942,117.86,121.6,74.88,29.02,1.07,184.52,37.13,69.87,18.49
8,2023,09/03/2023,Rio de Janeiro,162.8446786,114.91,184.55,86.23,10.12,7.75,64.41,-5.65,25.43,12.3
19,2023,09/03/2023,Berlin,204.6651064,139.8,16.98,10.93,13.46,8.5,150.15,5.35,43.96,7.88
1,2023,09/03/2023,New York,192.9262381,115.7,172.1,5.52,8.45,6.17,141.09,6.18,49.7,13.99
2,2023,09/03/2023,London,194.7953635,145.1,173.41,34.35,11.73,8.66,190.86,30.24,93.06,1.25
3,2023,09/03/2023,Beijing,161.269863,34.46,126.12,97.69,39.1,0.87,115.74,11.3,83.17,8.65
9,2023,09/03/2023,Cairo,242.9696809,6.16,147.71,33.05,38.26,3.49,171.84,1.05,40.81,12.81
1,2023,09/03/2023,Los Angeles,112.06,22.58,178.7,41.23,12.88,1.08,131.2,9.98,41.99,10.49
19,2023,09/03/2023,Berlin,280.1368085,130.88,30.6,17.49,37.91,8.92,106.58,35.91,47.57,14.92
18,2023,09/03/2023,Dubai,178.2852632,9.91,173.5,11.78,7.97,6.24,19.71,7.3,68.22,9.26
8,2023,09/03/2023,Rio de Janeiro,186.2758693,104.04,92.3,39.22,1.18,3.63,74.04,9.58,22.33,6.72
18,2023,09/03/2023,Dubai,112.2650505,140.94,141.88,55.35,21.58,0.85,162.88,36.96,84.51,4.46
11,2023,09/03/2023,Mexico City,182.0161222,143.2,46.89,81.42,26.74,6.54,116.74,8.73,38.56,10.61
14,2023,09/03/2023,Moscow,167.6052687,84.21,62.12,48.21,26.66,9.31,161.65,-3.18,56.75,7.25
2,2023,09/03/2023,London,272.6275532,67.72,81.66,64.32,6.71,5.6,104.73,34.33,33.81,1.52
11,2023,09/03/2023,Mexico City,168.7825079,129.16,74.98,8.07,21.86,9.57,87.51,-8.36,77.52,10.01
9,2023,09/03/2023,Cairo,185.8415789,10.83,91.64,39.5,48.58,4.2,104.79,9.74,29.64,19.02
15,2023,09/03/2023,Johannesburg,162.7672287,19.76,100.68,74.1,28.32,8.5,168.29,3.36,68.11,13.94
14,2023,09/03/2023,Moscow,266.6032979,107.26,43.64,89.89,37.6,6.44,178.73,3.18,41.52,0.96
10,2023,09/03/2023,Bangkok,189.0330875,122.57,58.97,77.82,24.9,2.95,99.51,6.4,65.11,10.32
18,2023,09/03/2023,Dubai,181.6753425,87.64,79.16,17.32,35.48,9.36,17.13,5.56,79.53,10.46
15,2023,09/03/2023,Johannesburg,247.4984043,78.44,32.68,44.71,42.95,4.04,76.94,9.17,62.61,14.39
6,2023,09/03/2023,Tokyo,237.9564894,80.67,180.16,30.14,43.03,6.94,109.48,2.92,22.73,8.1
1,2023,09/03/2023,New York,290.3738298,78.29,122.71,25.22,8.29,6.91,78.46,34.23,32.89,4.96
18,2023,09/03/2023,Dubai,211.2580851,136.7,175.28,97.36,15.39,9.73,101.68,10.82,85.69,4.65
4,2023,09/03/2023,Mumbai,270.3421277,140.32,164.14,79.09,36.01,4.77,78.58,23.98,16.37,13.99
15,2023,09/03/2023,Johannesburg,283.6965957,46.82,41.33,28.78,1.02,7.77,145.85,15.58,92.71,1.7
8,2023,09/03/2023,Rio de Janeiro,227.5404255,25.93,163.41,22.95,42.19,9.85,74.16,32.42,47.6,2.51
3,2023,09/03/2023,Beijing,199.4584211,75.39,15.92,22.25,42.8,3.84,81.03,31.78,13.24,1.91
4,2023,09/03/2023,Mumbai,110.1565657,5.6,20.85,37.28,15.51,6,96.58,-0.05,44.61,13.71
15,2023,09/03/2023,Johannesburg,176.062803,123.82,50.23,63.82,36.55,9.43,35.61,15.1,17.63,14.14
12,2023,09/03/2023,Madrid,260.9055319,32,177.76,16,38.29,3.84,28.16,17.32,32.48,6.96
5,2023,09/03/2023,Paris,212.3112766,115.57,145.19,39.42,23.93,8.87,69.86,23.75,47.36,6.05
2,2023,09/03/2023,London,277.598617,87.66,84.16,75.13,23.81,8.68,57.25,14.91,19.04,14.99
1,2023,09/03/2023,Los Angeles,259.6101064,144.15,10.69,60.2,45.99,3.57,174.01,26.6,36.69,2.14
10,2023,09/03/2023,Bangkok,199.3036842,89.94,30.39,8.03,47.64,8.31,41.77,-5.88,55.24,1.24
5,2023,09/03/2023,Paris,201.6108511,84.92,71.46,89.19,39.36,2.62,181.14,21.68,43.41,7.22
3,2023,10/03/2023,Beijing,71.80272727,132.79,137.85,70.28,30.58,5.39,184.43,32.95,88.48,4.85
14,2023,10/03/2023,Moscow,242.7590426,99.79,126.38,25.84,35.49,6.63,128.67,19.53,33.1,15.67
10,2023,10/03/2023,Bangkok,191.7489989,123.34,66.07,97.71,42.29,5.26,35.89,11.11,39.2,5.23
18,2023,10/03/2023,Dubai,296.8193617,79.86,81.44,55.46,24.69,8.68,57.74,12.95,12.52,4.82
6,2023,10/03/2023,Tokyo,292.1431915,86.67,29.39,89.33,12.15,9.7,47.91,14.45,74.3,10.67
6,2023,10/03/2023,Tokyo,196.9691254,120.41,13.65,28,5.5,9.69,87.1,28.24,41.2,1.08
7,2023,10/03/2023,Sydney,114.3211055,17.23,183.99,51.57,43.66,8.25,79.39,10.93,28.62,12.27
19,2023,10/03/2023,Berlin,176.7856691,84.41,25.24,23.48,7.01,0.47,21.7,-3.39,88.24,13.03
6,2023,10/03/2023,Tokyo,253.5753191,58.19,73.74,9.5,28.48,6.65,191.77,-4.42,79.16,7.78
13,2023,10/03/2023,Istanbul,287.003617,56.46,106.43,20.65,2.94,8,50.7,7.3,54.26,19.55
4,2023,10/03/2023,Mumbai,290.4054255,61.19,133.55,45.37,3.17,7.45,157.87,15.96,12.73,5.97
19,2023,10/03/2023,Berlin,176.1299262,86.69,185.8,71.88,16.32,2.31,133.08,36.14,88.72,4.36
4,2023,10/03/2023,Mumbai,298.8941489,50.92,108.3,48.64,17.95,3.48,176.86,0.03,55.37,2.92
5,2023,10/03/2023,Paris,229.5204255,104.17,171.29,61.67,4.99,0.52,45.39,33.1,69.24,14.29
17,2023,10/03/2023,Seoul,275.6291489,72.16,191.49,27.5,49.78,7.18,198.95,14.3,57.89,13.84
9,2023,10/03/2023,Cairo,224.8758511,17.12,97.03,42.64,30.29,4.45,13.51,-1.81,94.25,10.38
9,2023,10/03/2023,Cairo,186.0280295,134.42,25.39,34.99,13.78,3.53,57.99,16.12,19.22,5.24
2,2023,10/03/2023,London,163.5778714,123,28.14,71.48,18.71,7.11,196.98,-5.47,10.16,13.01
13,2023,10/03/2023,Istanbul,283.6018085,95.66,61.93,19.27,44.9,2.31,192.54,10.66,32.23,5.01
2,2023,10/03/2023,London,167.0940991,138.28,138.3,37.58,26.69,4.52,145.65,3.52,67.55,9.92
12,2023,10/03/2023,Madrid,255.6290426,40.91,20.98,13.7,25.37,0.23,10.25,6.96,10.64,16.57
15,2023,10/03/2023,Johannesburg,130.365,105.44,98.35,35.66,45.93,2.63,68.25,11.29,80.75,6.46
12,2023,10/03/2023,Madrid,165.9271865,72.46,198.02,86.97,26.69,0.7,155.92,15.94,57.49,9.02
4,2023,10/03/2023,Mumbai,291.332234,30.35,59.31,32.24,46.66,5.77,187.66,-1.89,27.01,10.27
16,2023,10/03/2023,Toronto,151.4956797,61.18,62.5,95.46,23.29,3.8,190.89,7.3,37.85,10.81
18,2023,10/03/2023,Dubai,184.5151739,144.53,149.52,62.02,20.16,5.35,41.78,15.53,39.91,2.92
1,2023,11/03/2023,New York,153.5403583,12.96,87.9,6.65,15.11,7.66,160.46,31.33,58.53,17.15
7,2023,11/03/2023,Sydney,253.4910638,130.74,33.69,97.99,47.48,5.8,198.43,39.1,25.11,1.3
6,2023,11/03/2023,Tokyo,240.2629787,53.69,44.13,56.05,28.28,4.87,169.75,4.18,51.01,3.75
3,2023,11/03/2023,Beijing,290.9952128,104.29,24.15,85.88,27.77,3.56,190.13,12.36,52.8,5.78
1,2023,11/03/2023,New York,174.0645943,105.49,168.16,10.12,5.94,1.74,140.28,-0.42,80.48,10.36
4,2023,11/03/2023,Mumbai,298.02,35.64,170.53,99.98,7.77,7.86,115.73,12.54,32.43,2.58
16,2023,11/03/2023,Toronto,177.5085353,145.07,178.89,26.6,45.43,8.37,16.07,14.18,16.21,10.21
17,2023,11/03/2023,Seoul,283.0752128,87.28,114.83,85.26,29.41,7.24,36.61,23.52,41.2,14.01
8,2023,11/03/2023,Rio de Janeiro,274.4601064,24.25,129.56,89.01,13.03,0.8,119.02,32.08,99.96,12.56
9,2023,11/03/2023,Cairo,277.8197872,93.95,72.23,79.24,17.96,3.76,191.29,4.03,43.3,19.82
8,2023,11/03/2023,Rio de Janeiro,84.16437768,41.11,55.85,16.96,22.12,1.16,183.73,-4.07,33.75,8.84
9,2023,11/03/2023,Cairo,179.382824,53.77,198.27,61.36,24.22,5.55,10.71,-2.1,27.72,9.15
1,2023,11/03/2023,Los Angeles,242.327234,130.94,139.47,10.55,35,8.42,54.17,-5.97,64.65,14.43
5,2023,11/03/2023,Paris,124.415,12.1,51.78,21.27,38.1,2.09,43.65,32.32,71.55,14.76
1,2023,11/03/2023,New York,238.7674468,71.19,152.28,59.61,38.15,8.53,95.3,33.59,43.37,13.96
11,2023,11/03/2023,Mexico City,132.2713568,106.53,27.72,56.18,26.21,2.85,190.87,30.99,27.67,7.99
4,2023,11/03/2023,Mumbai,182.795785,35.21,182.47,23.8,30.13,9.19,90.22,13.2,77.71,5.09
11,2023,11/03/2023,Mexico City,198.5815789,144.58,122.06,36.18,19.76,6.15,89.16,19.3,96.67,1.81
14,2023,11/03/2023,Moscow,262.7064894,114.19,75.82,74.9,9.88,6.43,66.64,18.21,31.56,16.16
6,2023,11/03/2023,Tokyo,223.4856383,11.57,134.84,51.07,49.2,6.59,161.62,23.69,67.49,12.67
9,2023,11/03/2023,Cairo,202.3796809,77,129.3,64.65,37.26,2.08,45.28,8.87,88.08,9.86
14,2023,11/03/2023,Moscow,162.1011591,147.92,130.07,37.36,49.32,9.76,198.12,4.06,28.93,1.45
18,2023,11/03/2023,Dubai,181.3035827,59.81,34.02,55.04,6.41,2.68,127.35,28.87,22.48,14.3
11,2023,11/03/2023,Mexico City,298.3464894,106.78,93.91,73.29,13.18,5.7,107.31,-9.57,64.1,6.99
8,2023,11/03/2023,Rio de Janeiro,268.1409574,60.42,24.64,90.95,33.37,5.6,19.21,23.84,10.5,15.94
12,2023,11/03/2023,Madrid,289.605,71.07,36.01,5.27,1.34,9.78,143.28,5.78,94.54,1.46
8,2023,11/03/2023,Rio de Janeiro,237.1034043,38.26,126.97,95.1,18.64,6.2,191.45,29.68,62.32,10.53
2,2023,11/03/2023,London,211.2475532,100.17,159.02,7.32,27.77,1.98,72.99,34.15,91.58,1.35
7,2023,11/03/2023,Sydney,197.2479452,106.84,127.21,63.45,14.59,2.44,37.31,-4.82,55.68,8.32
1,2023,11/03/2023,Los Angeles,167.4090622,137.78,101.22,97.86,9.46,4.16,183.93,-1.72,57.15,6.9
9,2023,11/03/2023,Cairo,258.3568085,52.14,49.81,53.55,34.26,1.43,175.75,-9.28,53.66,18.33
13,2023,11/03/2023,Istanbul,214.7125532,73.72,39.38,36.52,47.57,1.76,178.94,29.84,27.95,12.61
13,2023,11/03/2023,Istanbul,259.5785106,129.45,84.36,16.05,30.59,9.82,155.84,2.03,93.94,5.02
1,2023,11/03/2023,New York,282.8645745,110.47,90.03,14.46,17.33,6.63,82.67,6.12,94.9,4.93
3,2023,11/03/2023,Beijing,145.9864322,130.07,62.73,82.35,28.29,0.54,145.24,7.16,70.34,18.38
4,2023,11/03/2023,Mumbai,189.9521602,23.14,135.32,98.21,5.24,0.56,77.69,38.48,29.76,13.21
1,2023,11/03/2023,Los Angeles,53.63846154,60.93,113.07,18.05,19.48,5.63,141.86,18.68,91.87,4.24
7,2023,11/03/2023,Sydney,174.9842105,48.2,104.19,60.34,1.91,2.01,12.97,-1.25,62.73,3.53
7,2023,11/03/2023,Sydney,290.8267021,117.08,168.47,33.85,42.45,7.86,27.85,-3.81,96.72,12.9
7,2023,11/03/2023,Sydney,290.3843617,8.54,42.71,87.81,49.04,5.7,104.45,33.88,87.09,10.27
3,2023,11/03/2023,Beijing,161.8831579,8.57,131.59,82,38.74,5.25,164.59,35.65,59.59,3.02
13,2023,11/03/2023,Istanbul,196.994942,27.87,32.73,50.41,45.37,3.78,13.47,-0.99,10.23,16.2
10,2023,12/03/2023,Bangkok,187.0865121,53.92,109.32,5.94,8.22,7.84,67.98,9.6,71.54,6.67
8,2023,12/03/2023,Rio de Janeiro,142.055,69.11,66.95,93.83,9.47,7.44,85.1,-0.95,51.4,13.14
6,2023,12/03/2023,Tokyo,292.5434043,104.6,13.73,94.81,14.85,4.84,158.12,8.27,76.58,0.63
19,2023,12/03/2023,Berlin,181.3758693,105.26,91.4,82.67,19.07,9.89,86.32,4.64,17.6,15.8
7,2023,12/03/2023,Sydney,205.8657447,120.63,152.3,50.94,42.4,9.64,131.97,9.49,28.42,17.09
8,2023,12/03/2023,Rio de Janeiro,105.5060302,139.13,101.58,20.48,39.01,0.47,129.75,16.26,75.24,18.95
5,2023,12/03/2023,Paris,166.8605263,79.5,94.22,9.33,1.1,3.56,189.97,-9.84,66.47,15.6
7,2023,12/03/2023,Sydney,183.4463646,10.62,14.9,35.68,1.2,6.61,56.64,33,64.56,18.83
9,2023,12/03/2023,Cairo,198.5336143,44.44,132.9,79.78,16.82,7.05,48.11,3.49,32.56,0.94
18,2023,12/03/2023,Dubai,180.7094737,106.86,163.92,94.77,26.87,4.32,84.47,39.02,57.24,9.21
13,2023,12/03/2023,Istanbul,272.2168085,5.13,160.35,80.24,16.99,7.52,57.63,-7.86,91.33,12.33
3,2023,12/03/2023,Beijing,98.63304721,26.76,168.49,40.46,6.77,0.95,126.19,30.54,71.13,9
18,2023,12/03/2023,Dubai,96.65414141,59.9,194.54,17.66,46.93,2.01,40.91,-5.47,37.52,11.73
13,2023,12/03/2023,Istanbul,294.7445745,138.9,86.7,62.72,22.94,8.85,84.44,28.08,27.35,15.94
12,2023,12/03/2023,Madrid,283.9704255,78.44,196.46,57.74,17.26,1.24,181.63,29.97,56.55,13.17
9,2023,12/03/2023,Cairo,213.5856383,64.23,73.48,6.42,44.98,8.14,173.55,39.87,62.56,12.11
15,2023,12/03/2023,Johannesburg,280.9793617,128.66,144.33,92.37,25.1,7.4,17.4,30.33,11.56,4.55
17,2023,12/03/2023,Seoul,241.095,108.87,49.07,29.84,26.07,3.48,153.83,14.87,30.3,8.05
6,2023,12/03/2023,Tokyo,251.3741489,117.4,11.7,71.3,24.41,7.11,195.01,31.87,99.93,12.16
2,2023,12/03/2023,London,280.6528723,62.2,134.72,26.22,7.23,4.15,181.94,38.91,73.57,2.96
4,2023,12/03/2023,Mumbai,146.3557789,125.39,157.84,32.6,32.9,2.45,72.43,-2.17,95.59,14.33
12,2023,12/03/2023,Madrid,158.0272919,90.14,73.44,59.23,11.72,5.19,144.07,3.49,87.26,9.28
18,2023,12/03/2023,Dubai,255.8923404,92.4,49.18,23.46,46.7,6.83,192.92,18.23,58.75,14.59
10,2023,12/03/2023,Bangkok,176.6927292,114.33,185.13,96.9,44.33,0.25,83.66,21.05,20.93,7.86
19,2023,12/03/2023,Berlin,228.351383,125.26,13.07,79.09,9.26,5.69,110.62,39.58,52.34,7.55
11,2023,12/03/2023,Mexico City,226.0132979,37.33,157.27,88.28,40.56,4.96,15.97,19.59,63.84,15.12
8,2023,12/03/2023,Rio de Janeiro,289.4364894,31.15,11.8,83.11,19.66,0.72,92.15,-4.72,54.63,4.62
3,2023,12/03/2023,Beijing,188.774921,25.47,119.94,89.39,29.63,9.45,82.73,30.56,80.72,7.67
17,2023,12/03/2023,Seoul,123.0130653,147.56,112.17,36.68,8.6,0.32,72.22,21.53,34.25,11.88
19,2023,12/03/2023,Berlin,177.518862,25.05,139.45,34.84,6.14,5.92,97.52,32.61,99.18,10.81
7,2023,12/03/2023,Sydney,72.1,84.35,106.76,42.35,26.08,8.47,173.62,30.43,64.56,17.28
13,2023,12/03/2023,Istanbul,103.6479798,34.75,62.17,85.83,14.5,1.92,51.21,33.13,58.07,0.89
2,2023,12/03/2023,London,222.2639362,24.7,147.24,89.48,41.88,6.72,14.5,31.3,46.1,13.99
11,2023,12/03/2023,Mexico City,153.2718651,114.22,84.07,66.9,14.35,0.92,184.78,21.19,93.24,9.39
15,2023,12/03/2023,Johannesburg,194.0621707,144.16,60.82,60.51,12.41,8.82,117.95,23.33,69.33,6.72
1,2023,12/03/2023,Los Angeles,272.1430851,118.34,142.14,25.08,8.68,0.54,60.71,37.17,68.95,5.69
16,2023,13/03/2023,Toronto,195.4252898,63.18,196.52,29.87,3.01,6.29,98.83,10.36,50.88,9.06
14,2023,13/03/2023,Moscow,127.46,34.54,118.93,28.11,34.8,2.88,26.23,12.14,54.12,12.59
17,2023,13/03/2023,Seoul,219.7994681,125.82,67.13,96.14,44.13,1.21,134.09,-3.3,23.01,9.58
4,2023,13/03/2023,Mumbai,264.2441489,142.55,189.38,7.66,7.98,6.92,56.56,16.42,91.71,5.17
4,2023,13/03/2023,Mumbai,243.1276596,104.22,192.12,65.04,40.25,6.17,129.81,2.15,63.79,9.86
14,2023,13/03/2023,Moscow,169.7231579,127.85,46.21,49.64,48.29,6.88,89.09,36.65,30.52,5.63
1,2023,13/03/2023,Los Angeles,211.8794681,26.27,114.49,68.18,22.61,9.79,141.17,4,76.99,0.73
18,2023,13/03/2023,Dubai,263.496383,91.21,52.14,21.57,27.93,8.39,157.13,5.48,95.15,2.01
2,2023,13/03/2023,London,190.654373,62.91,171.09,90.53,30.58,5.74,174.87,-5.65,11.35,7.34
13,2023,13/03/2023,Istanbul,202.611383,90.61,79.94,99.7,45.95,6.34,75.36,38.98,84.19,2.59
12,2023,13/03/2023,Madrid,158.9308746,115.17,144.56,71.94,49.91,2.82,189.91,-4.41,35.43,1.78
8,2023,13/03/2023,Rio de Janeiro,293.8493617,97.93,93.45,90.09,11.59,1,77.91,37.54,25.29,11.95
14,2023,13/03/2023,Moscow,172.9080084,70.86,137.22,13.69,13.51,6.17,39.03,19.37,75.61,12.67
12,2023,13/03/2023,Madrid,169.128451,96.92,78.58,23.37,27.36,5.5,194.16,34.74,73.27,3.93
15,2023,13/03/2023,Johannesburg,184.0878947,13,99.79,64.21,7.12,8.73,78.56,26.11,77.93,5.22
19,2023,13/03/2023,Berlin,98.19141631,74.84,14.58,41.03,2.72,0.8,123.85,16.96,83.68,1.39
11,2023,13/03/2023,Mexico City,230.5841489,33.56,195.05,54.99,41.27,5.78,166.05,38.08,50.75,3.24
4,2023,13/03/2023,Mumbai,195.9467861,45.05,151.29,38.95,5.95,6.44,146,6.93,51.94,7.33
