country_id,Year,disease_id,Prevalence,Incidence,Mortality,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Recovery Rate (%),Improvement in 5 Years (%),Urbanization Rate (%)
11,2023,1.0,0.13,5.35,0.37,868166.0,66.88,1.37,6.71,65.21,4.33,86.44
11,2023,1.0,16.99,3.38,6.86,813446.0,59.18,2.81,8.42,73.66,0.05,53.32
11,2023,3.0,16.03,5.73,4.62,754384.0,56.04,0.87,5.57,92.77,2.99,48.65
11,2023,3.0,15.74,1.22,3.0,134836.0,68.1,3.34,9.06,51.88,9.49,25.6
11,2023,4.0,16.6,5.58,8.56,648174.0,98.65,2.96,5.08,56.53,3.64,52.68
11,2023,1.0,11.96,13.01,1.03,330699.0,93.83,1.09,2.09,94.09,6.25,50.28
11,2023,2.0,9.11,7.33,5.97,914012.0,66.3,0.93,0.74,62.16,9.88,49.22
11,2023,2.0,6.49,0.49,0.73,733057.0,74.2,1.05,2.31,91.86,9.51,30.19
11,2023,1.0,15.9,0.6,3.72,534333.0,80.61,1.67,4.2,69.46,4.26,66.75
11,2023,3.0,1.29,5.37,0.12,878915.0,50.46,2.23,9.07,83.09,5.81,53.43
11,2023,4.0,4.12,3.52,7.97,179567.0,78.56,4.89,6.44,86.66,1.21,64.31
11,2023,4.0,16.29,9.84,1.02,877222.0,95.59,3.83,9.62,81.15,8.59,30.57
11,2023,1.0,4.69,4.43,8.69,849114.0,82.77,2.27,1.75,55.41,0.94,56.91
11,2023,2.0,11.71,7.2,5.26,947370.0,56.61,4.73,1.55,72.29,4.47,73.12
11,2023,4.0,18.75,5.34,4.94,686563.0,91.74,4.39,4.89,57.38,8.92,42.98
11,2023,1.0,15.57,7.64,8.7,81256.0,75.18,0.96,6.82,50.35,2.41,45.47
11,2023,3.0,10.43,12.69,2.6,365374.0,50.89,2.04,1.57,97.29,5.68,36.34
11,2023,2.0,15.06,1.15,7.05,179438.0,89.18,4.12,5.84,90.59,5.97,40.7
11,2023,2.0,15.27,5.06,4.47,413335.0,79.76,4.4,9.8,84.41,6.96,76.91
11,2023,1.0,19.97,11.32,7.25,383140.0,93.75,2.08,5.34,98.68,9.21,27.16
11,2023,2.0,3.39,14.88,0.37,50485.0,91.08,3.05,2.28,54.01,3.0,48.94
11,2023,2.0,9.66,0.63,4.53,785273.0,91.79,3.21,6.89,73.41,4.61,23.0
11,2023,1.0,5.7,5.22,1.02,641294.0,89.2,3.11,5.14,73.55,7.37,62.62
11,2023,4.0,4.98,7.34,8.65,394144.0,62.44,0.94,9.27,80.43,3.01,34.91
11,2023,4.0,9.8,3.79,7.56,31642.0,65.32,4.02,5.26,68.87,4.58,88.31
11,2023,4.0,1.68,2.0,4.99,757914.0,76.3,1.5,3.85,50.3,0.19,49.78
11,2023,4.0,7.01,2.79,8.39,758244.0,80.99,2.95,5.83,64.79,2.43,82.11
11,2023,4.0,18.53,2.38,3.88,691436.0,55.66,0.71,0.71,63.15,0.47,25.45
11,2023,4.0,8.09,9.8,8.21,578782.0,86.98,4.48,3.04,94.3,2.1,20.14
11,2023,3.0,18.81,1.33,4.26,912564.0,67.6,1.17,4.4,94.99,0.44,38.42
11,2023,4.0,13.57,13.66,6.42,4267.0,67.04,4.36,1.28,59.21,1.72,83.18
11,2023,3.0,15.44,5.67,3.04,753061.0,70.23,4.42,9.21,51.23,1.32,67.14
11,2023,4.0,19.82,0.61,2.25,767629.0,58.7,2.87,6.67,50.8,1.79,39.58
11,2023,4.0,7.13,3.08,6.95,937481.0,87.75,3.16,4.74,88.04,1.48,41.07
11,2023,3.0,4.06,13.33,2.55,189885.0,90.95,0.87,9.4,55.09,1.65,62.72
11,2023,1.0,18.31,12.47,9.69,510428.0,91.71,2.9,5.46,52.55,3.85,55.49
11,2023,3.0,19.69,4.75,9.03,290112.0,93.24,1.76,0.88,86.13,7.8,56.04
11,2023,4.0,3.55,12.83,6.25,996309.0,91.91,3.55,0.66,88.72,0.63,64.05
11,2023,4.0,3.87,1.84,8.49,331710.0,64.37,1.28,7.57,50.34,7.39,47.62
11,2023,4.0,6.42,1.76,8.82,560020.0,85.21,2.95,6.57,58.77,6.83,79.98
11,2023,4.0,15.34,1.13,5.79,204344.0,61.6,2.15,7.92,88.09,9.02,72.39
11,2023,2.0,14.0,2.08,6.9,24915.0,77.87,0.81,0.77,74.54,5.37,43.15
11,2023,2.0,7.8,0.94,4.94,615302.0,99.14,2.65,2.53,84.61,8.84,88.81
11,2023,2.0,19.81,6.36,0.26,222133.0,67.06,0.71,7.67,69.24,6.56,36.39
11,2023,2.0,14.7,12.72,6.76,82682.0,79.04,1.17,8.71,51.27,3.1,36.37
11,2023,2.0,17.01,9.64,8.48,922137.0,83.27,2.8,1.49,78.79,1.32,36.99
11,2023,2.0,9.21,8.98,5.93,383065.0,61.33,1.13,8.28,74.67,9.46,33.72
11,2023,1.0,9.13,4.17,9.56,933807.0,59.38,0.53,1.56,69.12,0.73,33.58
11,2023,2.0,11.18,0.4,4.76,988712.0,62.61,2.57,6.0,63.54,2.38,76.18
11,2023,1.0,19.13,14.44,1.09,937837.0,89.36,3.02,8.89,69.65,2.57,64.96
11,2023,1.0,17.99,3.78,2.5,914355.0,90.4,1.29,9.09,86.2,3.62,78.79
11,2023,3.0,6.19,5.54,7.92,88932.0,78.27,3.29,5.03,84.95,8.17,62.79
11,2023,3.0,6.39,4.64,0.7,84670.0,62.56,3.24,0.82,98.19,0.37,57.88
11,2023,1.0,15.56,2.02,0.74,595133.0,98.6,1.08,2.04,76.77,0.02,48.31
11,2023,2.0,11.13,11.99,8.31,588292.0,61.28,2.19,8.94,69.94,7.64,31.91
11,2023,1.0,19.19,6.56,8.44,29645.0,88.28,3.73,8.94,54.11,5.38,58.44
11,2023,2.0,9.32,1.26,3.11,206047.0,76.31,2.99,8.33,57.19,6.8,20.71
11,2023,3.0,17.85,10.0,9.26,712408.0,93.31,2.75,4.97,54.58,0.46,38.15
11,2023,3.0,6.44,5.38,9.67,911190.0,53.69,2.64,0.68,76.53,9.47,81.01
11,2023,4.0,15.57,5.34,5.9,788803.0,55.43,1.61,5.05,84.44,9.13,30.92
11,2023,3.0,12.46,14.98,2.92,322830.0,68.73,2.07,6.13,70.19,0.78,28.19
2,2023,3.0,10.75,2.1,3.63,1526.0,54.28,4.39,7.75,51.75,5.85,71.36
2,2023,3.0,0.83,9.87,5.08,931552.0,95.98,2.71,0.6,93.99,3.71,73.29
2,2023,4.0,7.34,12.78,1.23,901265.0,61.48,4.18,8.0,56.55,1.09,30.44
2,2023,2.0,6.35,8.65,1.31,866844.0,61.49,0.66,9.12,74.95,7.48,55.33
2,2023,3.0,13.01,8.45,1.21,605443.0,87.12,4.72,2.75,69.37,8.6,73.11
2,2023,4.0,11.54,6.55,3.87,963664.0,65.59,1.14,6.93,84.18,9.95,30.89
2,2023,2.0,7.19,6.78,6.73,824950.0,64.61,1.15,3.43,86.6,4.82,76.38
2,2023,2.0,13.72,9.0,8.04,995306.0,95.69,2.9,8.07,80.85,4.21,78.55
2,2023,1.0,8.19,8.42,9.24,715852.0,92.24,4.12,9.27,62.84,0.13,20.39
2,2023,3.0,5.86,14.17,6.68,150807.0,72.2,2.94,5.87,97.09,4.82,78.21
2,2023,2.0,17.42,7.67,1.44,667204.0,64.03,1.6,4.68,93.14,6.57,26.75
2,2023,2.0,14.04,14.66,6.47,406221.0,60.01,4.9,0.6,83.61,2.85,27.43
2,2023,4.0,14.82,12.84,7.19,808575.0,65.3,1.4,5.34,58.03,7.69,89.19
2,2023,4.0,4.81,11.98,7.59,387491.0,72.08,4.66,5.23,74.1,7.33,37.27
2,2023,3.0,7.53,1.64,4.35,181962.0,88.46,1.02,3.94,55.2,9.04,49.05
2,2023,2.0,15.77,6.94,3.54,349120.0,70.47,1.56,9.42,68.56,1.68,35.08
2,2023,3.0,17.37,3.07,9.98,154546.0,59.74,3.36,5.87,85.94,6.87,65.08
2,2023,2.0,6.07,5.8,6.06,678117.0,58.1,4.76,2.96,77.54,0.45,21.68
2,2023,4.0,8.1,5.7,5.06,537388.0,60.31,3.67,6.24,66.41,8.15,22.86
2,2023,1.0,1.89,11.63,5.39,73758.0,95.31,4.11,6.55,65.45,7.48,84.69
2,2023,3.0,2.91,10.7,2.59,831357.0,54.62,0.92,9.43,89.32,5.61,48.1
2,2023,1.0,15.0,12.19,4.36,884384.0,52.58,0.96,4.14,90.17,1.45,87.69
2,2023,1.0,13.5,10.11,9.64,954755.0,99.72,0.63,1.59,50.68,5.24,49.23
2,2023,1.0,18.07,4.67,1.42,10094.0,82.86,3.47,6.11,87.23,6.55,56.17
2,2023,2.0,15.87,12.59,3.21,80971.0,75.07,2.21,3.93,64.88,4.39,50.83
2,2023,3.0,12.05,1.14,3.42,775887.0,77.92,1.79,3.74,57.07,6.74,62.84
2,2023,1.0,17.27,4.91,1.24,121172.0,96.78,1.53,3.34,90.56,1.03,39.56
2,2023,3.0,8.57,10.55,7.29,119156.0,94.09,3.56,0.98,74.02,6.09,65.76
2,2023,4.0,10.07,6.61,6.73,759041.0,91.98,3.58,4.6,70.17,3.99,50.86
2,2023,1.0,1.44,1.69,6.21,545898.0,55.05,0.74,2.44,52.37,7.68,40.76
2,2023,3.0,4.49,6.67,6.11,792495.0,87.34,4.46,9.8,60.4,4.84,70.76
2,2023,3.0,1.51,5.97,9.81,241845.0,58.6,3.18,5.27,60.66,3.34,85.98
2,2023,3.0,10.32,9.85,1.14,115560.0,54.5,1.94,1.59,58.99,2.06,33.24
2,2023,4.0,2.4,5.05,3.98,513449.0,91.37,1.72,7.04,87.93,9.85,45.56
2,2023,2.0,3.35,13.65,7.13,883125.0,78.55,2.17,2.85,51.3,0.29,85.71
2,2023,1.0,2.06,13.92,4.98,229265.0,86.51,1.0,4.08,51.62,4.56,77.17
2,2023,2.0,8.69,10.47,4.11,861931.0,93.18,2.82,7.04,58.7,5.94,56.42
2,2023,1.0,14.5,2.5,8.55,641167.0,64.59,3.04,7.88,91.49,1.79,33.74
2,2023,2.0,18.09,1.54,8.03,208900.0,64.1,1.06,5.93,72.21,6.29,28.44
2,2023,2.0,2.06,12.88,3.6,641141.0,84.16,4.74,5.84,78.77,5.74,54.38
2,2023,1.0,14.03,2.65,7.74,580279.0,87.93,1.95,1.27,58.69,4.0,38.64
2,2023,1.0,13.34,5.85,2.88,711980.0,84.95,4.84,6.78,69.16,1.83,28.66
2,2023,4.0,5.44,7.62,5.19,597131.0,50.7,0.63,1.58,66.18,8.45,54.64
2,2023,4.0,14.16,2.0,0.88,152123.0,88.08,3.21,4.66,98.98,6.04,44.99
2,2023,3.0,11.5,0.46,1.47,843040.0,73.17,1.07,1.82,72.75,1.94,36.39
2,2023,1.0,6.71,7.49,6.63,979798.0,52.98,2.58,2.62,87.82,2.5,66.67
2,2023,3.0,19.34,12.74,4.71,478788.0,75.09,2.64,6.25,85.12,5.89,60.18
2,2023,1.0,14.13,11.43,8.37,339995.0,80.74,4.94,4.5,62.43,0.49,85.85
2,2023,3.0,11.08,10.7,1.98,997731.0,53.66,4.99,8.27,80.63,2.1,51.01
2,2023,3.0,12.71,2.69,1.21,158575.0,55.82,3.92,6.94,78.67,7.93,23.41
2,2023,2.0,17.47,11.77,4.41,529986.0,76.59,1.76,6.42,93.39,5.92,76.44
2,2023,3.0,2.89,14.8,2.77,721841.0,61.56,2.77,0.64,69.57,8.39,22.18
2,2023,2.0,2.58,2.44,4.71,253494.0,97.19,3.39,6.21,57.91,1.84,43.27
2,2023,4.0,11.86,6.08,8.35,144459.0,85.94,0.56,8.44,97.4,6.6,55.75
2,2023,4.0,19.25,13.69,8.14,982742.0,53.35,4.11,8.16,97.62,6.37,55.32
2,2023,3.0,12.04,7.94,4.14,626244.0,51.54,0.93,1.36,90.2,7.31,55.85
2,2023,1.0,0.23,11.02,8.74,584501.0,51.05,2.9,4.07,94.91,1.26,35.79
2,2023,2.0,19.68,3.56,3.41,144576.0,95.26,2.72,2.18,74.08,3.82,28.29
2,2023,1.0,0.75,11.04,9.93,648803.0,96.75,2.53,1.12,56.82,1.35,22.65
2,2023,4.0,0.37,9.42,4.41,751039.0,90.83,1.96,8.63,57.61,7.01,81.69
2,2023,4.0,10.46,9.3,5.68,326573.0,91.09,1.48,9.37,88.49,4.47,63.39
2,2023,1.0,18.75,10.34,8.04,939348.0,82.85,4.7,9.35,54.25,2.88,78.98
2,2023,3.0,19.3,6.49,2.44,330597.0,72.68,2.89,1.55,50.43,4.68,84.64
2,2023,1.0,11.22,0.19,4.27,188057.0,75.39,2.06,7.3,91.0,5.85,79.11
2,2023,2.0,8.48,7.24,1.72,597627.0,88.07,1.37,0.62,91.67,0.6,62.2
2,2023,1.0,8.16,11.76,6.71,649680.0,74.36,4.56,2.5,97.69,9.84,85.88
2,2023,2.0,19.77,6.12,1.05,983720.0,87.99,3.96,8.57,52.35,6.35,60.25
2,2023,1.0,19.4,11.07,4.48,905068.0,54.19,4.65,5.08,51.71,6.8,76.31
2,2023,2.0,7.38,9.63,9.18,926946.0,51.93,3.92,7.43,80.27,8.07,89.42
2,2023,4.0,4.54,14.68,7.09,788837.0,62.09,2.65,7.57,73.57,3.61,48.23
12,2023,,,,,,,,,,,
4,2023,1.0,8.77,8.7,4.25,91297.0,65.41,4.99,9.37,67.78,6.43,37.95
4,2023,4.0,0.36,7.75,0.54,453814.0,53.27,2.21,8.27,74.85,4.61,44.24
4,2023,3.0,15.7,2.12,0.8,437105.0,64.25,0.56,6.53,71.81,2.12,23.03
4,2023,2.0,3.79,11.48,0.33,300858.0,95.85,4.45,7.57,85.49,3.6,73.01
4,2023,1.0,0.14,0.66,8.02,842163.0,82.83,1.01,10.0,57.43,0.55,78.05
4,2023,4.0,0.21,1.48,4.21,12920.0,77.4,2.07,8.08,70.62,0.42,74.7
4,2023,4.0,12.52,12.39,8.38,567656.0,87.46,2.12,7.15,87.76,7.77,88.56
4,2023,1.0,6.2,14.45,3.55,158221.0,72.28,3.49,2.19,78.93,8.77,41.72
4,2023,4.0,0.45,12.73,4.38,580720.0,88.54,2.99,4.05,70.08,7.39,22.16
4,2023,1.0,3.91,3.43,8.77,244726.0,83.83,4.45,5.42,88.48,3.1,76.98
4,2023,2.0,18.93,5.37,7.83,42056.0,82.03,1.88,1.59,51.76,2.53,66.35
4,2023,2.0,16.57,9.42,3.99,93975.0,68.56,3.54,7.09,86.09,6.62,70.17
4,2023,2.0,15.17,10.64,9.86,334703.0,90.85,1.76,6.71,93.99,1.04,21.33
4,2023,4.0,1.35,10.58,9.17,478393.0,51.04,1.58,2.06,59.42,1.53,88.33
4,2023,2.0,14.03,12.28,4.31,460504.0,67.4,1.86,8.51,91.23,6.5,32.5
4,2023,4.0,4.64,14.49,5.35,88653.0,96.41,2.94,9.94,60.5,0.42,49.19
4,2023,1.0,5.66,3.89,5.42,18795.0,85.67,3.33,2.28,85.97,3.08,31.43
4,2023,3.0,3.46,8.76,3.25,457808.0,79.57,3.29,4.25,94.57,1.79,22.27
4,2023,3.0,13.03,10.24,0.86,224145.0,55.84,3.31,4.39,54.43,8.14,36.22
4,2023,1.0,2.51,3.64,4.35,433070.0,58.55,3.68,7.83,81.17,7.26,85.13
4,2023,3.0,1.47,12.11,7.0,940005.0,98.54,1.18,4.59,80.26,8.36,74.78
4,2023,1.0,7.63,13.63,5.86,328977.0,72.85,2.68,4.29,91.03,9.99,61.57
4,2023,2.0,18.66,1.01,0.61,46591.0,79.98,0.88,1.45,54.34,1.2,32.0
4,2023,2.0,7.71,3.82,5.53,999422.0,99.94,3.18,9.01,98.04,1.04,53.79
4,2023,4.0,5.27,0.71,7.1,675849.0,96.2,4.67,5.16,81.22,2.95,24.16
4,2023,4.0,19.13,6.95,7.62,304551.0,56.72,2.57,6.4,61.5,7.31,41.07
4,2023,3.0,4.23,14.91,2.8,646523.0,80.24,4.7,5.27,93.98,7.06,42.45
4,2023,4.0,5.83,1.92,1.21,563309.0,54.34,2.27,6.03,72.53,0.46,67.68
4,2023,1.0,17.75,2.69,5.9,111397.0,57.49,2.09,2.35,59.5,0.36,20.53
4,2023,4.0,11.77,5.45,9.88,654135.0,63.66,3.51,9.02,78.35,8.67,74.35
4,2023,1.0,18.35,14.12,5.5,391418.0,94.32,4.44,2.74,54.11,8.45,79.31
4,2023,4.0,4.21,7.97,3.16,944243.0,58.42,1.71,2.82,75.04,6.76,64.73
4,2023,4.0,16.14,5.54,7.4,256737.0,99.05,4.42,4.87,70.42,5.48,46.76
4,2023,2.0,16.49,4.99,4.39,613432.0,53.58,2.98,7.52,66.49,4.53,53.4
4,2023,2.0,7.3,11.81,5.95,527967.0,97.33,1.16,1.08,56.3,0.01,44.1
4,2023,4.0,4.25,13.97,4.64,325054.0,79.1,4.08,1.52,63.64,7.51,22.1
4,2023,4.0,17.52,3.73,1.45,140283.0,89.08,1.85,9.9,70.57,6.28,43.33
4,2023,1.0,12.35,13.77,8.39,325273.0,78.91,2.88,9.71,55.44,2.45,73.3
4,2023,4.0,12.18,14.07,9.95,795671.0,91.71,1.15,8.44,86.92,9.4,61.3
4,2023,1.0,1.68,12.7,1.29,395371.0,76.65,3.01,4.76,79.38,6.24,75.21
4,2023,3.0,12.61,13.29,3.54,400949.0,54.03,4.31,1.28,94.89,3.52,31.58
4,2023,3.0,19.31,6.91,1.25,260865.0,75.0,4.09,1.21,77.16,3.37,24.92
4,2023,3.0,19.12,2.16,6.68,175522.0,90.48,2.69,3.67,52.39,8.9,59.36
4,2023,1.0,4.34,0.55,9.71,42743.0,59.56,4.45,8.87,95.56,6.74,45.23
4,2023,4.0,14.46,2.74,2.96,15062.0,80.17,4.03,3.77,65.91,1.0,47.34
4,2023,2.0,2.38,8.75,6.12,274855.0,88.86,1.95,7.5,77.68,2.47,35.96
4,2023,3.0,9.21,12.23,1.09,693111.0,77.26,4.73,3.45,58.81,2.99,25.02
4,2023,4.0,3.94,6.08,1.32,768267.0,53.92,2.82,1.03,50.09,7.0,58.28
4,2023,3.0,4.35,1.87,7.95,241139.0,61.8,2.25,7.22,93.81,1.95,39.98
4,2023,4.0,15.89,8.77,6.04,914581.0,74.6,1.93,0.57,52.07,4.18,76.79
4,2023,3.0,6.74,7.41,7.87,124977.0,60.42,3.6,1.91,93.67,0.84,38.1
4,2023,4.0,8.83,6.7,7.63,758557.0,71.88,5.0,4.31,86.97,2.42,71.33
4,2023,1.0,0.72,13.58,9.53,201981.0,80.39,0.84,8.57,75.32,0.13,54.52
4,2023,3.0,11.87,8.33,4.48,277186.0,95.93,0.86,2.25,76.27,2.26,70.62
4,2023,2.0,3.14,11.86,2.4,736205.0,55.08,3.55,1.44,87.35,0.11,40.54
4,2023,4.0,1.3,14.75,4.65,57146.0,78.54,2.69,9.55,57.97,9.89,33.36
4,2023,4.0,19.67,8.93,4.92,182632.0,86.03,2.09,9.39,90.72,3.49,27.57
4,2023,4.0,10.21,6.77,6.52,733712.0,68.46,2.33,5.63,94.49,7.58,40.67
4,2023,2.0,11.44,10.47,5.8,76494.0,77.32,3.37,4.47,88.39,3.33,81.95
4,2023,1.0,19.69,7.37,9.81,580669.0,81.0,1.15,3.13,75.8,6.08,55.51
4,2023,1.0,5.61,9.73,2.28,124312.0,99.35,3.72,2.96,67.78,8.92,78.57
4,2023,1.0,13.74,13.52,1.16,114251.0,65.15,3.21,3.62,79.79,8.8,37.73
4,2023,1.0,7.57,1.64,7.72,292756.0,75.5,3.8,0.67,91.53,4.25,51.69
4,2023,1.0,11.32,5.26,8.55,917111.0,53.5,0.87,2.4,89.09,1.95,38.77
4,2023,1.0,12.41,4.79,5.85,203519.0,99.02,4.91,6.16,80.88,7.87,84.41
4,2023,3.0,12.81,13.55,9.86,385645.0,54.12,1.08,3.43,94.76,9.62,22.64
4,2023,1.0,19.16,2.3,9.02,850238.0,79.33,3.96,9.61,71.75,0.46,81.28
4,2023,1.0,6.55,13.13,4.23,40109.0,82.63,1.87,6.94,51.68,9.85,59.37
4,2023,3.0,8.88,12.18,1.65,378135.0,77.07,2.94,1.93,91.54,9.82,37.43
4,2023,2.0,3.69,0.5,8.84,655888.0,81.34,2.29,3.9,62.04,1.39,78.74
4,2023,1.0,8.04,7.07,4.16,982313.0,91.27,1.6,8.18,91.0,6.75,66.74
4,2023,1.0,19.99,13.99,1.54,678053.0,95.84,1.13,3.12,76.79,4.0,59.82
4,2023,1.0,17.11,5.23,8.95,823407.0,91.82,3.22,1.7,51.87,4.01,82.95
4,2023,4.0,17.98,4.78,2.65,627216.0,60.68,2.04,7.42,84.8,1.07,82.89
4,2023,2.0,2.07,8.68,1.05,946648.0,93.22,1.73,9.95,93.93,5.14,73.72
4,2023,1.0,13.33,9.15,0.83,754676.0,57.85,3.6,2.63,92.0,3.52,44.46
4,2023,4.0,18.69,11.63,8.49,955927.0,64.71,4.35,3.01,72.08,4.73,20.41
4,2023,1.0,5.18,14.23,1.33,445261.0,94.97,1.28,1.22,67.3,0.72,27.13
4,2023,3.0,5.6,3.6,9.49,226723.0,98.82,4.12,1.57,68.92,0.51,58.25
4,2023,3.0,3.08,3.41,8.83,581656.0,88.62,4.63,9.11,93.7,2.86,74.94
4,2023,1.0,15.79,11.93,6.56,313748.0,74.3,1.22,5.78,71.36,6.15,44.98
4,2023,4.0,10.71,7.36,8.79,830227.0,61.4,2.49,1.67,56.49,6.47,52.12
4,2023,3.0,15.74,10.33,4.23,367757.0,90.25,2.65,2.83,78.36,4.17,70.68
4,2023,2.0,13.85,9.12,8.41,549522.0,73.28,2.31,1.32,75.68,5.62,83.05
4,2023,1.0,18.33,9.19,3.56,582929.0,57.96,2.88,5.05,95.89,5.97,68.62
4,2023,1.0,2.03,0.88,8.51,155080.0,80.55,4.68,7.55,97.21,4.5,28.97
4,2023,4.0,18.76,2.96,6.09,298931.0,67.71,1.27,2.12,74.53,6.43,64.27
4,2023,3.0,11.44,10.89,3.3,769356.0,74.81,4.69,7.03,97.15,8.29,75.52
4,2023,3.0,19.3,14.44,0.5,569306.0,74.29,3.07,4.54,58.09,8.81,65.01
4,2023,4.0,9.45,8.56,6.12,574497.0,50.43,3.36,6.18,51.28,4.14,72.92
4,2023,1.0,17.17,5.64,6.17,271956.0,64.73,3.32,2.16,74.09,2.57,32.73
4,2023,4.0,4.02,9.1,0.91,364140.0,85.27,2.78,1.4,64.88,1.1,36.37
4,2023,3.0,8.98,5.85,5.96,99137.0,90.59,1.7,0.64,83.43,7.19,38.88
4,2023,4.0,16.72,2.65,2.96,163283.0,59.32,3.63,8.38,81.46,8.54,74.8
13,2023,2.0,12.23,1.46,8.93,488959.0,69.54,3.69,4.17,52.64,8.17,52.39
13,2023,3.0,12.64,14.89,4.96,739040.0,98.49,3.01,2.79,74.46,6.95,52.53
13,2023,2.0,16.15,3.89,8.69,869532.0,59.18,3.75,7.05,84.42,2.49,75.12
13,2023,3.0,3.21,4.36,0.78,484623.0,68.33,3.97,6.0,63.14,0.59,21.11
13,2023,1.0,13.25,14.23,5.16,337734.0,85.94,2.86,6.87,67.61,8.9,38.31
13,2023,2.0,0.58,13.42,1.29,472583.0,69.6,2.49,9.48,53.01,4.38,34.23
13,2023,1.0,18.06,2.13,4.23,120684.0,56.59,3.25,3.66,56.91,6.75,80.83
13,2023,4.0,15.14,1.7,0.47,860267.0,75.77,2.87,9.58,84.23,0.17,32.24
13,2023,3.0,13.03,0.78,4.07,865222.0,66.68,3.82,2.47,66.12,8.33,86.53
13,2023,2.0,4.56,2.93,1.73,821585.0,71.25,4.63,2.5,58.69,4.82,70.95
13,2023,3.0,0.99,3.42,8.75,189144.0,66.39,2.67,2.2,75.46,1.76,64.46
13,2023,1.0,12.99,13.25,8.68,783729.0,77.91,4.65,5.26,98.73,1.59,21.22
13,2023,4.0,14.93,14.93,0.7,940946.0,53.49,0.71,4.07,94.22,0.8,23.82
13,2023,2.0,14.7,13.52,7.59,985387.0,84.14,3.51,1.14,75.82,3.49,30.63
13,2023,2.0,6.23,4.4,8.51,658190.0,65.74,1.78,1.98,75.27,1.47,61.24
13,2023,1.0,5.28,6.35,8.17,976438.0,55.76,1.98,8.77,78.38,8.8,22.92
13,2023,2.0,1.31,14.99,9.04,151704.0,80.22,0.58,1.66,75.3,0.91,85.51
13,2023,2.0,3.92,10.19,9.31,349340.0,61.03,2.13,2.49,94.3,5.41,20.4
13,2023,1.0,1.1,10.76,6.81,671928.0,65.56,2.95,6.67,91.1,8.67,88.61
13,2023,2.0,8.98,9.91,2.69,948893.0,66.28,1.07,4.02,62.41,6.31,29.15
13,2023,2.0,19.78,12.02,5.68,909736.0,53.65,2.96,6.46,61.91,6.03,39.63
13,2023,3.0,1.57,13.37,2.75,286562.0,52.13,3.67,8.09,63.33,3.32,30.97
13,2023,3.0,13.37,0.58,8.28,520687.0,66.78,3.05,6.02,87.02,8.28,20.03
13,2023,3.0,4.3,12.25,7.75,382168.0,53.99,0.85,5.52,60.89,8.01,34.23
13,2023,4.0,4.81,2.42,5.02,484644.0,59.12,1.24,8.08,53.0,2.2,66.44
13,2023,4.0,17.33,4.6,9.14,840118.0,96.98,2.93,9.81,92.31,2.18,77.17
13,2023,3.0,3.29,9.36,5.69,67717.0,86.75,0.54,7.98,79.15,1.41,43.81
13,2023,4.0,15.46,4.09,1.71,77623.0,73.19,3.74,5.21,91.6,3.16,82.99
13,2023,1.0,15.71,12.16,9.64,297748.0,67.87,2.38,9.25,80.1,2.98,33.09
13,2023,2.0,15.42,10.56,6.76,978825.0,99.47,3.16,1.94,59.72,7.04,46.72
13,2023,1.0,14.79,0.37,3.33,399834.0,85.93,3.06,1.81,76.25,2.12,71.47
13,2023,1.0,9.37,12.99,6.57,754119.0,93.85,1.69,7.56,91.91,0.2,26.27
13,2023,3.0,6.41,13.35,9.11,513590.0,69.58,0.54,5.45,96.31,4.99,42.97
13,2023,2.0,4.97,9.73,9.52,979169.0,70.81,2.47,9.67,92.79,0.77,79.15
13,2023,3.0,5.85,14.22,3.7,703269.0,63.49,3.94,6.04,86.12,1.19,51.84
13,2023,3.0,4.61,4.77,1.53,904930.0,77.13,1.78,2.44,73.78,7.25,22.22
13,2023,3.0,8.56,11.38,3.72,386657.0,97.89,2.14,7.85,62.71,5.26,78.45
13,2023,3.0,13.84,9.51,7.93,31244.0,93.6,1.27,3.58,95.95,8.01,56.94
13,2023,2.0,14.75,5.58,7.64,621153.0,73.64,1.48,7.22,80.38,3.94,34.49
13,2023,4.0,12.23,9.58,5.16,554723.0,60.82,2.85,0.67,96.9,9.28,64.52
13,2023,3.0,16.52,2.8,1.64,279437.0,95.51,2.52,1.03,58.02,7.32,58.91
13,2023,1.0,11.45,9.62,3.84,173709.0,66.02,1.44,3.16,61.96,1.62,26.92
13,2023,2.0,9.32,12.61,0.41,332884.0,74.14,4.71,2.12,51.15,9.49,67.24
13,2023,3.0,3.85,10.34,3.24,894264.0,51.9,4.43,2.44,83.52,7.76,20.65
13,2023,3.0,15.07,9.91,2.79,325388.0,74.05,0.84,1.57,74.45,3.68,45.43
13,2023,3.0,15.16,6.6,2.58,431800.0,66.27,2.33,9.68,75.54,9.78,62.28
13,2023,3.0,8.19,4.94,3.3,188629.0,93.86,2.69,5.84,60.95,5.99,49.74
13,2023,4.0,14.76,2.0,9.23,520823.0,72.2,1.25,7.51,67.88,0.53,79.48
13,2023,1.0,12.01,0.36,9.59,279792.0,84.87,2.51,2.7,67.13,1.38,20.63
13,2023,4.0,5.12,2.74,9.15,59655.0,51.18,1.56,8.87,93.57,0.14,46.56
13,2023,4.0,5.07,5.28,5.74,645645.0,70.0,2.75,3.47,71.55,7.17,81.66
13,2023,3.0,6.35,9.99,6.78,287971.0,65.95,2.22,7.8,80.81,6.67,81.52
