Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2023-06-11,Tokyo,Japan,,141.22,65.3,21.46,17.66,7.5,130.64,-3.0,40.17,7.64
2023-06-11,Beijing,China,,101.2,18.57,77.38,20.31,4.12,160.74,-0.9,20.06,4.92
2023-06-11,Berlin,Germany,,127.76,196.25,33.91,10.83,0.97,113.59,37.66,13.64,1.8
2023-06-11,Madrid,Spain,,51.66,151.5,34.12,5.82,1.29,11.3,24.93,13.95,6.11
2023-06-12,Paris,France,,134.19,36.7,83.48,42.62,6.14,28.29,39.1,85.43,18.87
2023-06-12,Beijing,China,,109.42,144.32,88.74,36.56,2.02,188.95,3.99,72.9,2.0
2023-06-12,Cairo,Egypt,,90.43,167.02,20.42,46.57,5.7,49.52,32.94,48.62,16.88
2023-06-12,New York,USA,,128.43,48.47,85.16,8.75,8.83,157.56,32.46,17.52,2.98
2023-06-12,Madrid,Spain,,79.03,153.85,10.94,36.72,5.06,15.3,2.02,59.48,1.88
2023-06-12,Bangkok,Thailand,,138.07,89.03,92.42,32.11,3.38,161.93,28.64,58.47,15.21
2023-06-12,Mumbai,India,,31.54,159.8,55.37,30.31,6.67,74.1,31.27,23.8,16.64
2023-06-12,Istanbul,Turkey,,116.85,68.91,75.59,25.86,9.29,150.57,39.43,22.09,19.44
2023-06-12,Istanbul,Turkey,,132.22,90.14,71.58,32.87,1.49,79.1,-8.26,85.47,6.1
2023-06-12,Seoul,South Korea,,45.15,134.19,95.41,34.3,1.19,170.65,-8.33,40.71,10.57
2023-06-12,Seoul,South Korea,,101.07,95.18,9.6,37.19,4.68,55.33,35.84,81.24,14.68
2023-06-12,Johannesburg,South Africa,,41.77,60.89,76.07,6.91,3.5,189.86,-6.0,46.43,13.97
2023-06-12,Los Angeles,USA,,30.06,52.81,93.55,25.73,0.95,191.99,26.39,15.03,1.14
2023-06-12,Istanbul,Turkey,,58.33,103.74,27.16,45.17,8.61,100.1,34.87,94.52,9.38
2023-06-12,Moscow,Russia,,67.54,166.44,42.13,42.89,6.77,149.67,3.12,39.71,12.94
2023-06-12,Paris,France,,91.52,101.07,95.02,22.77,7.72,54.28,2.56,40.22,18.69
2023-06-12,Madrid,Spain,,63.87,117.46,96.77,31.1,0.42,112.52,-6.45,50.12,4.6
2023-06-12,Los Angeles,USA,,132.15,128.49,32.83,49.4,6.16,115.55,9.92,36.27,5.33
2023-06-12,Mexico City,Mexico,,114.34,137.4,59.0,18.45,5.08,54.31,9.82,36.37,9.03
2023-06-12,Cairo,Egypt,,87.78,143.28,25.74,2.69,9.22,55.5,12.32,63.97,10.93
2023-06-12,Berlin,Germany,,29.97,115.02,19.25,44.07,6.33,182.43,-7.77,11.95,13.47
2023-06-12,London,UK,,34.7,12.38,55.24,24.36,4.69,87.96,14.38,80.88,12.16
2023-06-12,Moscow,Russia,,90.98,12.5,70.5,19.07,2.04,163.99,5.09,16.75,8.23
2023-06-12,Toronto,Canada,,100.55,136.5,72.54,17.39,0.56,131.48,-3.17,53.12,9.54
2023-06-12,Bangkok,Thailand,,49.58,69.19,95.12,37.24,9.03,123.36,-9.07,69.96,17.9
2023-06-12,Istanbul,Turkey,,68.1,198.16,38.09,10.33,8.83,179.45,40.0,78.94,3.69
2023-06-12,New York,USA,,24.56,71.67,9.17,44.96,0.78,48.03,-9.51,87.11,0.64
2023-06-12,Madrid,Spain,,62.34,60.78,54.25,39.73,1.67,144.6,7.55,73.73,13.63
2023-06-12,Sydney,Australia,,112.33,152.6,69.65,20.96,7.12,168.29,39.66,57.12,11.26
2023-06-12,Seoul,South Korea,,59.7,133.15,12.92,21.6,5.48,165.65,17.22,24.8,2.75
2023-06-12,Tokyo,Japan,,49.86,149.74,18.37,10.05,0.28,80.11,36.69,65.19,9.16
2023-06-12,London,UK,,95.75,112.44,28.78,43.02,2.73,19.89,29.28,95.28,4.24
2023-06-12,Berlin,Germany,,81.83,191.57,36.33,43.87,5.03,64.47,22.99,26.03,4.9
2023-06-12,Cairo,Egypt,,57.0,20.88,28.29,5.77,9.17,70.74,38.38,21.2,17.77
2023-06-12,Berlin,Germany,,138.71,29.36,56.09,32.84,9.67,106.91,11.45,67.73,14.08
2023-06-12,Moscow,Russia,,14.58,63.52,33.78,47.25,4.28,150.35,13.6,77.76,1.44
2023-06-12,Moscow,Russia,,39.62,44.9,67.3,21.4,3.96,74.91,22.15,52.1,1.49
2023-06-13,Moscow,Russia,,12.36,14.8,17.75,8.37,1.42,177.19,30.73,65.27,18.72
2023-06-13,Bangkok,Thailand,,45.36,131.52,86.11,11.38,2.67,52.62,1.33,20.69,3.04
2023-06-13,Dubai,UAE,,6.23,72.92,54.0,4.16,4.94,85.8,-9.78,20.96,10.37
2023-06-13,New York,USA,,93.47,68.57,45.84,27.31,1.02,196.66,-3.22,94.43,4.27
2023-06-13,Moscow,Russia,,18.32,141.99,75.41,30.14,3.99,151.05,37.8,65.08,11.82
2023-06-13,Cairo,Egypt,,13.8,99.97,37.12,1.85,9.7,166.96,3.34,32.83,16.29
2023-06-13,Sydney,Australia,,47.73,34.33,26.94,32.45,7.66,34.27,24.68,48.99,2.4
2023-06-13,Los Angeles,USA,,112.32,25.35,65.33,31.77,4.08,149.09,-9.58,33.3,12.17
2023-06-13,Beijing,China,,24.88,39.84,99.47,7.12,4.28,77.6,18.31,38.3,3.63
2023-06-13,Dubai,UAE,,7.37,48.44,27.04,24.71,9.48,189.8,22.5,94.83,6.11
2023-06-13,London,UK,,76.39,115.09,82.95,47.64,5.31,188.43,-8.49,72.53,14.63
2023-06-13,Tokyo,Japan,,123.86,12.96,79.25,32.88,4.04,125.15,15.41,40.98,8.4
2023-06-13,Tokyo,Japan,,44.08,118.82,49.62,11.23,1.66,125.88,1.53,63.37,3.23
2023-06-13,Bangkok,Thailand,,16.34,28.8,50.48,21.2,0.49,17.41,2.5,66.05,5.01
2023-06-13,Bangkok,Thailand,,142.11,194.46,14.39,43.77,8.56,110.02,25.61,48.12,1.6
2023-06-13,Seoul,South Korea,,69.16,89.95,93.06,39.71,8.26,198.14,6.99,42.66,1.93
2023-06-13,Toronto,Canada,,122.74,114.21,79.75,44.13,6.48,191.3,25.9,82.96,19.96
2023-06-13,Mumbai,India,,59.87,166.77,40.0,34.18,3.96,124.69,22.86,93.87,6.95
2023-06-13,Mumbai,India,,107.02,184.68,12.19,20.13,3.96,25.81,2.54,94.88,11.81
2023-06-13,Mumbai,India,,18.18,198.71,80.25,10.99,6.13,107.75,3.43,30.3,12.69
2023-06-13,Cairo,Egypt,,57.93,117.78,63.83,36.01,0.49,58.37,-2.66,61.89,15.51
2023-06-13,London,UK,,58.08,114.16,67.71,6.01,7.04,53.95,14.57,16.69,6.0
2023-06-13,Madrid,Spain,,31.9,125.79,93.79,45.67,6.43,41.65,24.27,33.37,3.3
2023-06-13,Beijing,China,,5.1,64.79,68.51,13.84,3.99,14.22,7.68,79.52,4.73
2023-06-13,Los Angeles,USA,,86.91,67.74,70.55,48.64,7.0,84.62,21.28,55.39,2.02
2023-06-13,Madrid,Spain,,66.33,119.26,37.26,41.48,0.7,80.27,9.61,54.08,2.25
2023-06-13,New York,USA,,58.58,49.92,25.07,14.73,1.28,79.3,3.49,29.21,15.45
2023-06-13,Madrid,Spain,,59.07,66.56,75.42,43.94,9.36,33.57,7.79,57.57,13.88
2023-06-13,Beijing,China,,33.91,144.3,14.19,14.03,8.04,34.14,-3.54,76.14,15.03
2023-06-13,Beijing,China,,125.59,41.65,95.88,5.63,8.31,79.93,21.33,93.52,5.64
2023-06-13,Sydney,Australia,,33.94,78.89,55.57,19.47,2.9,65.19,14.18,91.99,0.53
2023-06-13,Moscow,Russia,,117.52,88.87,81.44,24.31,5.81,90.9,1.57,75.01,15.86
2023-06-14,Dubai,UAE,,115.32,105.82,67.41,30.49,4.63,62.66,5.21,97.85,10.67
2023-06-14,London,UK,,140.31,26.03,55.65,36.04,2.02,120.4,-1.03,45.77,14.1
2023-06-14,Seoul,South Korea,,42.86,69.4,16.24,28.82,8.13,159.25,-4.15,79.78,8.73
2023-06-14,Madrid,Spain,,27.23,162.53,53.71,41.84,4.42,134.94,15.05,21.66,13.42
2023-06-14,Toronto,Canada,,40.34,14.05,59.34,15.36,4.27,16.5,23.46,29.94,9.86
2023-06-14,Mumbai,India,,71.62,19.84,70.29,12.68,7.22,101.57,-4.09,99.8,1.53
2023-06-14,Seoul,South Korea,,9.86,13.18,58.8,20.5,1.92,137.83,34.68,34.11,15.84
2023-06-14,Tokyo,Japan,,125.19,23.32,83.6,46.63,7.41,42.49,20.34,20.34,6.47
2023-06-14,Bangkok,Thailand,,143.85,59.99,70.1,48.94,4.05,20.33,6.97,78.93,18.62
2023-06-14,Bangkok,Thailand,,54.51,101.39,38.52,25.75,7.53,41.9,38.98,71.29,2.85
2023-06-14,Johannesburg,South Africa,,78.33,117.48,50.39,3.98,7.05,188.09,16.24,13.94,15.8
2023-06-14,Paris,France,,81.56,120.77,92.22,29.46,3.28,126.96,29.61,24.81,1.6
2023-06-14,Berlin,Germany,,109.78,92.49,28.63,5.07,9.72,171.61,-9.33,78.51,14.28
2023-06-14,Paris,France,,129.7,45.84,36.32,13.97,7.98,162.74,25.21,25.23,0.64
2023-06-14,London,UK,,106.64,77.42,73.89,26.52,5.88,144.74,31.44,24.79,8.23
2023-06-14,Sydney,Australia,,25.22,163.17,55.85,8.86,1.44,109.96,35.24,87.17,8.44
2023-06-14,Paris,France,,109.39,147.37,8.37,27.11,8.08,147.63,1.2,77.95,7.29
2023-06-14,Johannesburg,South Africa,,101.99,116.56,96.27,40.49,4.03,170.56,18.74,21.43,8.55
2023-06-14,Seoul,South Korea,,122.02,38.45,83.22,39.4,3.53,37.22,34.23,50.85,10.8
2023-06-14,Istanbul,Turkey,,123.14,127.9,65.81,24.9,1.65,193.25,9.87,20.85,15.68
2023-06-14,Tokyo,Japan,,108.73,106.96,18.54,49.92,8.53,135.34,7.94,41.95,3.14
2023-06-14,Rio de Janeiro,Brazil,,107.04,44.84,39.26,23.11,2.14,101.63,5.33,69.11,4.08
2023-06-14,Bangkok,Thailand,,25.57,101.16,48.68,36.51,7.41,35.26,21.49,39.47,13.6
2023-06-14,Los Angeles,USA,,20.06,17.1,48.19,8.68,4.3,38.99,38.78,82.38,11.85
2023-06-14,Los Angeles,USA,,77.33,13.96,78.92,4.0,4.03,24.84,-3.33,46.17,8.39
2023-06-14,Cairo,Egypt,,5.58,189.0,85.24,22.35,7.22,187.88,-5.98,97.69,1.53
2023-06-14,Moscow,Russia,,77.32,93.27,61.1,33.89,3.05,72.16,-9.28,50.77,16.05
2023-06-14,Madrid,Spain,,137.87,196.4,65.05,7.72,3.91,51.91,24.25,55.11,4.76
2023-06-14,Bangkok,Thailand,,113.9,21.99,20.93,28.67,7.04,58.08,-1.14,98.31,3.24
2023-06-14,Mumbai,India,,81.66,26.14,90.35,18.21,0.54,98.62,1.77,34.0,14.26
2023-06-14,Beijing,China,,73.58,125.79,12.13,20.39,7.16,84.54,36.91,88.48,17.87
2023-06-14,Istanbul,Turkey,,75.6,107.22,17.66,33.47,5.97,195.96,2.6,15.14,8.18
2023-06-14,Istanbul,Turkey,,67.77,82.68,20.49,4.29,7.64,77.2,38.94,39.33,3.32
2023-06-14,Beijing,China,,132.89,75.99,71.92,36.82,4.08,16.62,27.88,19.27,5.39
2023-06-15,Mumbai,India,,51.61,61.59,42.6,30.9,1.3,193.39,5.86,49.18,2.75
2023-06-15,Rio de Janeiro,Brazil,,108.62,128.25,88.16,33.89,2.56,80.31,7.48,78.45,18.28
2023-06-15,Bangkok,Thailand,,88.3,78.11,35.04,31.41,2.81,81.82,16.44,22.45,10.88
2023-06-15,Cairo,Egypt,,10.87,151.89,57.2,32.17,8.72,118.91,5.96,35.91,7.85
2023-06-15,Beijing,China,,87.71,40.46,76.88,10.31,1.46,104.89,32.38,77.74,15.44
2023-06-15,Johannesburg,South Africa,,23.81,71.05,19.34,24.91,9.2,63.7,19.63,74.31,11.71
2023-06-15,Cairo,Egypt,,8.69,36.18,43.99,46.48,4.79,30.31,21.34,24.05,4.84
2023-06-15,Paris,France,,125.48,21.43,64.77,40.15,5.28,33.65,9.83,59.06,5.15
2023-06-15,Tokyo,Japan,,98.36,144.78,47.12,45.65,2.27,111.65,-4.8,81.14,3.65
2023-06-15,Los Angeles,USA,,44.34,182.04,23.1,38.25,5.26,25.15,23.09,95.87,19.52
2023-06-15,New York,USA,,9.14,32.9,47.9,30.03,9.2,170.8,16.81,51.6,12.67
2023-06-15,Johannesburg,South Africa,,46.64,13.24,48.13,26.95,6.41,120.02,16.0,44.93,8.84
2023-06-15,Mexico City,Mexico,,47.03,172.24,22.44,31.13,4.07,72.65,39.49,97.32,12.3
2023-06-15,Berlin,Germany,,118.44,27.84,81.03,36.81,9.55,93.76,8.2,41.12,4.5
2023-06-15,Tokyo,Japan,,8.03,108.01,30.32,6.26,3.68,157.7,30.33,74.89,4.93
2023-06-15,Berlin,Germany,,138.14,66.74,39.57,21.54,3.03,29.73,8.98,18.19,2.3
2023-06-15,Sydney,Australia,,5.39,41.23,29.71,10.62,5.99,183.48,29.33,28.39,16.39
2023-06-15,Dubai,UAE,,76.63,49.96,29.56,9.65,2.07,56.55,-9.78,47.91,16.77
2023-06-15,Dubai,UAE,,5.91,125.08,81.32,39.2,9.09,56.91,33.26,79.49,7.28
2023-06-15,Sydney,Australia,,66.39,140.29,94.25,15.23,1.84,176.94,-0.69,94.07,8.8
2023-06-15,New York,USA,,142.97,111.54,99.39,8.39,6.64,193.7,-1.53,68.6,12.9
2023-06-15,Tokyo,Japan,,114.93,193.22,58.33,42.05,6.77,163.67,4.44,10.39,15.64
2023-06-15,Seoul,South Korea,,75.28,38.15,78.71,31.24,8.62,39.78,23.55,66.2,12.39
2023-06-15,Sydney,Australia,,112.52,71.75,5.02,7.91,6.63,19.12,14.96,98.74,9.36
2023-06-15,Mexico City,Mexico,,56.62,94.19,89.15,27.13,5.62,195.37,-3.82,54.8,3.02
2023-06-15,Berlin,Germany,,50.0,163.82,43.26,16.92,0.43,27.18,29.54,91.45,3.42
2023-06-15,Beijing,China,,146.8,83.59,90.28,34.36,3.6,29.99,17.1,13.97,15.11
2023-06-16,Paris,France,,57.5,80.23,52.63,23.91,0.8,104.84,37.71,22.6,15.2
2023-06-16,Istanbul,Turkey,,146.82,15.79,41.91,9.05,6.85,119.23,26.43,24.58,11.72
2023-06-16,Mexico City,Mexico,,63.1,185.21,44.47,49.95,2.57,19.28,17.96,49.84,1.46
2023-06-16,Cairo,Egypt,,85.02,63.55,81.18,25.51,1.04,43.84,17.37,84.23,9.83
2023-06-16,Seoul,South Korea,,24.42,181.6,22.24,15.78,8.97,40.54,35.83,10.4,10.66
2023-06-16,Seoul,South Korea,,36.35,70.39,29.94,5.66,6.52,93.43,-2.08,26.91,6.06
2023-06-16,Istanbul,Turkey,,37.81,161.3,44.91,10.42,3.97,132.27,10.12,47.59,16.63
2023-06-16,Moscow,Russia,,143.41,185.0,36.36,5.99,9.46,42.46,-0.03,16.99,1.48
2023-06-16,Beijing,China,,44.05,29.63,33.06,40.16,0.26,83.18,31.02,35.3,9.47
2023-06-16,Beijing,China,,93.9,39.93,41.25,43.2,1.15,104.89,-0.24,54.28,10.21
2023-06-16,Sydney,Australia,,138.56,58.93,91.74,5.05,7.4,98.61,34.46,29.35,6.99
2023-06-16,London,UK,,115.23,177.91,37.96,34.93,8.63,25.89,35.61,43.86,3.25
2023-06-16,Mexico City,Mexico,,8.98,24.04,24.92,24.5,3.22,57.98,0.84,37.71,7.97
2023-06-16,Mexico City,Mexico,,101.95,81.32,89.97,1.05,2.68,73.19,3.67,30.12,7.81
2023-06-16,Beijing,China,,30.24,170.02,61.39,20.0,7.5,129.39,-7.11,39.82,14.44
2023-06-16,Istanbul,Turkey,,13.25,80.33,28.38,25.97,7.1,97.1,4.16,77.5,3.71
2023-06-16,Rio de Janeiro,Brazil,,100.34,24.16,29.34,3.0,6.3,53.74,18.87,64.78,5.6
2023-06-16,Toronto,Canada,,64.04,77.03,75.48,8.87,8.77,183.94,3.35,95.45,8.94
2023-06-16,Berlin,Germany,,85.54,125.37,27.04,14.73,5.76,48.55,39.74,84.16,15.92
2023-06-16,Mumbai,India,,86.86,133.32,13.71,19.43,1.2,192.09,31.91,92.32,7.1
2023-06-16,Moscow,Russia,,15.72,78.26,20.64,2.64,9.66,34.26,19.67,44.18,0.7
2023-06-16,Johannesburg,South Africa,,56.08,183.74,41.04,8.48,1.45,30.3,30.27,59.69,15.71
2023-06-16,Rio de Janeiro,Brazil,,19.65,180.43,73.26,43.14,4.1,147.83,24.88,72.37,15.79
2023-06-16,Berlin,Germany,,11.15,66.77,60.56,2.21,2.12,136.7,32.5,72.68,14.2
2023-06-16,New York,USA,,134.05,182.71,19.94,38.66,1.06,83.26,34.37,64.41,16.65
2023-06-16,Cairo,Egypt,,18.65,113.01,13.51,21.26,6.69,153.76,24.23,95.76,13.72
2023-06-16,Berlin,Germany,,134.71,179.82,25.29,9.86,3.0,111.4,4.71,19.03,16.4
2023-06-16,Paris,France,,66.98,40.84,11.56,24.9,5.24,154.62,2.03,15.78,2.63
2023-06-16,Tokyo,Japan,,94.2,64.97,62.59,5.22,4.85,136.1,21.97,35.42,7.72
2023-06-16,London,UK,,123.28,40.79,50.74,36.9,5.24,138.99,24.28,21.75,13.04
2023-06-16,Cairo,Egypt,,20.16,46.79,62.72,28.71,1.4,117.82,21.27,11.76,5.85
2023-06-16,Berlin,Germany,,141.18,169.18,52.1,27.29,2.53,115.95,-3.67,44.47,3.16
2023-06-16,London,UK,,90.2,73.98,27.95,21.71,5.24,107.5,32.59,65.91,4.4
2023-06-16,Istanbul,Turkey,,89.18,121.75,58.6,10.92,4.22,65.1,32.57,14.13,12.46
2023-06-17,Tokyo,Japan,,139.07,32.48,38.24,16.21,2.58,41.47,-5.64,26.06,12.88
2023-06-17,New York,USA,,66.59,94.39,38.56,43.95,5.44,196.58,26.85,71.19,11.37
2023-06-17,Moscow,Russia,,32.65,184.71,44.6,2.71,2.38,124.66,35.99,45.99,16.76
2023-06-17,Johannesburg,South Africa,,28.91,62.36,31.52,34.83,4.92,177.23,28.63,67.41,17.19
2023-06-17,Mumbai,India,,47.19,59.72,93.3,4.19,3.67,42.94,1.34,60.44,0.58
2023-06-17,Madrid,Spain,,71.36,144.59,7.2,6.5,5.82,139.54,13.58,38.08,5.25
2023-06-17,Sydney,Australia,,104.81,22.96,61.03,26.17,9.33,105.55,19.76,81.11,4.11
2023-06-17,Sydney,Australia,,44.85,19.14,12.94,4.63,0.1,12.56,9.6,79.16,13.88
2023-06-17,London,UK,,17.12,25.23,51.19,19.59,3.43,125.78,37.03,36.97,0.8
2023-06-17,Tokyo,Japan,,93.68,59.02,30.01,26.48,4.69,171.34,1.8,55.67,11.77
2023-06-17,Dubai,UAE,,103.95,94.6,41.19,42.24,7.46,112.3,17.5,45.35,5.64
2023-06-17,Los Angeles,USA,,96.14,162.88,87.76,25.49,0.65,72.14,24.61,98.53,18.19
2023-06-17,Sydney,Australia,,107.15,21.99,69.3,31.19,6.65,112.04,5.17,33.45,16.69
2023-06-17,Mumbai,India,,137.03,172.77,70.02,39.09,3.2,155.27,30.13,20.07,5.74
2023-06-17,Beijing,China,,141.49,24.24,29.46,42.21,9.44,144.07,20.37,35.91,16.74
2023-06-17,Johannesburg,South Africa,,125.23,93.57,57.33,46.24,8.83,12.03,10.44,45.53,13.51
2023-06-17,Toronto,Canada,,60.56,48.07,18.95,32.74,0.28,170.16,-2.18,87.38,15.66
2023-06-17,Dubai,UAE,,80.09,98.01,25.86,6.46,4.24,84.81,32.02,97.54,16.79
2023-06-17,Sydney,Australia,,65.67,44.91,35.28,40.68,7.93,128.43,21.3,58.46,4.79
2023-06-17,Istanbul,Turkey,,25.76,48.92,59.02,14.21,3.73,11.36,1.08,11.64,7.46
2023-06-17,Sydney,Australia,,87.78,118.45,28.3,2.85,1.19,62.17,28.54,80.31,18.98
2023-06-17,Seoul,South Korea,,99.14,171.38,81.09,5.67,2.85,122.65,22.88,35.18,0.94
2023-06-17,Cairo,Egypt,,11.41,128.13,14.73,28.73,7.95,59.74,-5.49,61.29,2.82
2023-06-17,Bangkok,Thailand,,123.86,83.43,95.63,1.33,0.83,103.91,15.86,71.51,12.7
2023-06-17,Seoul,South Korea,,114.9,128.68,68.48,25.43,1.35,117.07,26.91,82.28,14.33
2023-06-17,Mumbai,India,,104.53,60.9,59.49,49.19,5.1,85.13,29.87,83.02,1.72
2023-06-17,Berlin,Germany,,114.54,69.94,36.03,17.16,4.19,12.04,-0.21,66.67,14.04
2023-06-18,Beijing,China,,148.76,137.43,40.56,41.51,9.17,184.71,-3.02,12.29,9.21
2023-06-18,London,UK,,68.27,62.4,72.83,47.55,2.22,45.79,23.47,21.06,18.1
2023-06-18,Dubai,UAE,,29.2,57.19,18.74,23.91,3.92,93.67,28.9,77.27,19.55
2023-06-18,Istanbul,Turkey,,125.69,48.58,42.72,35.37,3.45,93.24,11.52,52.64,3.73
2023-06-18,Paris,France,,23.18,171.3,66.5,6.71,1.29,144.22,14.38,24.39,5.03
2023-06-18,Berlin,Germany,,91.62,87.36,13.78,2.15,0.53,38.11,4.07,36.02,13.74
2023-06-18,Cairo,Egypt,,113.15,115.77,68.88,24.56,9.18,147.96,32.94,79.43,4.93
2023-06-18,New York,USA,,148.84,69.91,39.67,35.69,2.74,70.18,1.15,76.2,5.13
2023-06-18,Mexico City,Mexico,,63.33,13.3,55.08,43.37,8.9,62.53,-1.55,44.47,3.85
2023-06-18,Sydney,Australia,,98.5,137.39,97.35,47.83,7.19,96.46,-6.56,50.27,10.7
2023-06-18,Paris,France,,30.91,10.92,69.25,35.54,5.95,57.33,-8.0,48.07,16.99
2023-06-18,Cairo,Egypt,,59.3,133.7,50.14,3.48,8.96,43.33,9.14,47.53,15.13
2023-06-18,Mumbai,India,,137.52,73.58,21.87,35.17,6.38,17.23,3.27,77.5,13.69
2023-06-18,Tokyo,Japan,,111.58,105.39,15.88,4.51,8.41,39.75,19.48,14.03,9.03
2023-06-18,Paris,France,,13.81,46.51,46.33,42.86,7.6,187.7,20.62,41.29,7.15
2023-06-18,Sydney,Australia,,13.87,25.35,60.53,30.83,3.61,189.38,30.16,40.06,3.03
2023-06-18,Madrid,Spain,,69.75,85.07,76.15,32.42,6.63,154.56,-6.44,14.65,16.93
2023-06-18,Sydney,Australia,,21.47,153.39,94.83,20.47,0.27,24.42,24.38,40.95,19.1
2023-06-18,Sydney,Australia,,11.5,86.62,9.56,32.53,5.53,113.64,16.05,49.59,19.97
2023-06-18,Johannesburg,South Africa,,66.62,115.6,75.51,25.71,2.3,90.27,30.53,74.94,9.76
2023-06-18,Cairo,Egypt,,65.66,193.75,82.38,28.86,0.57,179.54,10.24,56.47,19.62
2023-06-18,Los Angeles,USA,,20.99,14.12,24.87,48.87,8.68,155.62,6.99,31.71,6.06
2023-06-18,Sydney,Australia,,10.58,165.48,21.79,27.99,9.0,134.95,25.95,10.35,1.91
2023-06-18,Toronto,Canada,,65.45,30.43,37.77,44.96,1.08,153.99,19.5,14.39,13.31
2023-06-18,Sydney,Australia,,36.13,36.28,72.25,15.35,0.98,164.67,29.98,39.83,10.45
2023-06-19,New York,USA,,72.99,10.52,95.03,28.42,6.0,73.18,19.75,48.43,6.62
2023-06-19,Moscow,Russia,,18.6,51.14,66.6,9.65,3.65,198.58,24.7,98.28,13.93
2023-06-19,Cairo,Egypt,,81.16,104.97,75.56,25.21,6.41,96.71,5.03,81.63,10.89
2023-06-19,Toronto,Canada,,81.18,148.43,40.85,14.37,7.31,109.21,15.86,38.15,9.65
2023-06-19,Toronto,Canada,,43.5,10.65,13.26,10.79,6.88,135.88,3.02,73.89,14.34
2023-06-19,Mumbai,India,,25.42,160.43,45.3,40.26,1.61,184.58,27.67,94.62,17.69
2023-06-19,Mexico City,Mexico,,137.3,55.76,13.44,16.69,6.28,166.25,30.88,96.14,9.95
2023-06-19,Johannesburg,South Africa,,52.22,73.44,94.79,48.42,2.52,191.94,-2.79,68.57,3.89
2023-06-19,Berlin,Germany,,123.6,169.45,49.79,6.11,3.69,151.77,-7.77,64.97,12.95
2023-06-19,Dubai,UAE,,105.64,15.89,57.66,7.7,4.79,84.92,13.25,16.97,11.45
2023-06-19,Tokyo,Japan,,127.55,189.15,95.87,29.35,8.01,124.33,-2.7,23.98,16.44
2023-06-19,London,UK,,101.11,11.82,29.14,4.04,7.62,190.88,31.41,80.61,15.5
2023-06-19,Dubai,UAE,,41.1,72.44,99.52,37.85,5.57,53.53,25.46,31.36,13.03
2023-06-19,Mumbai,India,,7.54,24.47,29.56,39.26,4.77,117.96,19.68,61.06,15.65
2023-06-19,Istanbul,Turkey,,121.65,167.41,11.38,17.97,1.73,168.39,15.14,81.04,15.86
2023-06-19,Toronto,Canada,,106.36,197.76,31.12,20.02,0.92,70.92,9.14,31.34,4.1
2023-06-19,Istanbul,Turkey,,74.51,192.68,8.38,19.5,1.54,141.06,-1.77,57.99,14.96
2023-06-19,Madrid,Spain,,132.09,111.56,40.8,45.49,9.22,54.03,12.92,78.41,1.64
2023-06-19,Dubai,UAE,,123.25,121.64,11.49,25.5,2.47,23.26,11.95,62.56,17.44
2023-06-19,Istanbul,Turkey,,130.25,146.3,69.33,10.69,6.42,161.41,37.59,41.41,4.12
2023-06-19,Los Angeles,USA,,43.75,117.83,25.11,26.39,8.33,189.78,9.68,75.66,10.51
2023-06-19,Johannesburg,South Africa,,54.43,190.46,88.3,24.81,0.67,32.29,13.3,73.46,4.68
2023-06-19,Seoul,South Korea,,32.37,150.87,33.72,37.08,6.61,94.44,37.49,98.11,12.23
2023-06-19,Istanbul,Turkey,,83.23,19.11,79.84,45.44,3.71,190.6,31.69,59.66,2.18
2023-06-19,Toronto,Canada,,116.72,120.1,51.8,25.51,1.11,169.59,18.06,77.86,6.58
2023-06-19,Johannesburg,South Africa,,50.36,57.88,38.52,12.46,2.5,44.89,-0.08,74.75,16.24
2023-06-19,Johannesburg,South Africa,,99.75,27.61,86.47,23.11,8.0,191.86,2.9,93.21,7.8
2023-06-19,Mumbai,India,,58.29,40.44,58.86,14.05,1.03,187.94,1.75,69.13,1.78
2023-06-19,Cairo,Egypt,,145.54,40.14,76.34,43.06,9.55,173.18,1.83,35.35,13.95
2023-06-19,Moscow,Russia,,73.34,197.0,88.32,49.94,3.44,89.27,-7.29,34.06,1.33
2023-06-19,Los Angeles,USA,,77.28,48.69,53.41,46.98,3.92,172.15,30.82,90.43,19.22
2023-06-19,New York,USA,,114.75,161.7,50.05,14.43,7.46,50.92,14.25,54.82,15.39
2023-06-19,Dubai,UAE,,51.55,146.72,8.92,3.07,1.23,84.43,-3.86,41.92,8.87
2023-06-20,Rio de Janeiro,Brazil,,126.67,143.65,29.4,12.9,9.64,101.07,31.98,50.16,18.3
2023-06-20,Berlin,Germany,,92.6,168.95,19.59,41.75,3.88,163.64,34.11,32.63,10.67
2023-06-20,Istanbul,Turkey,,73.97,96.24,69.43,17.18,0.87,40.32,34.33,91.24,14.2
2023-06-20,Cairo,Egypt,,22.57,178.42,73.64,38.32,5.39,143.07,13.35,63.92,15.07
2023-06-20,Tokyo,Japan,,106.28,84.54,41.3,32.09,4.96,156.98,12.32,71.28,11.33
2023-06-20,Moscow,Russia,,36.82,47.1,98.79,2.93,3.4,127.13,23.88,74.26,2.13
2023-06-20,Paris,France,,71.78,122.81,89.51,9.19,8.25,194.84,37.66,64.41,17.1
